Vector propio 1,-0.00608593,0.000398349,0.000183535,0.00782167,6.6375e-05,0.213178,0.976936,2.55204e-06,-0.000241239,0.000141593,-0.00591117,-0.00431675
Vector propio 2,-0.0285523,-0.001766,-0.00299433,0.00776741,-0.000161487,0.976373,-0.213151,-3.17011e-05,0.00325993,0.000456473,0.016607,0.00936209
Vector propio 3,0.939908,-0.0252689,0.0739394,0.317548,0.00325755,0.0249432,-0.00211636,0.000779757,-0.0583682,0.0171996,-0.0391049,0.0613266
